title,url,author,comments,categories,date,contents
"Toyota considers taking Daihatsu private, but denies partnership with compact car rival Suzuki",,Danny Tan,"[(u'tokmoh.', u'Meh, still make tin milo, no VSC, no 6 airbag, promote dangerous driving as hip and sporty.'), (u'Good move', u'Sau pei la UMW.'), (u'Wiwiwiwiwiw', u'What if Proton with Toyota engine hmmm'), (u'john', u'Lotus said: Apa salahnya?'), (u'sohhai', u'Perodua said: Lagi bagus!'), (u'ramli', u'Rakyat said: Jangan malu-malu lah Proton!'), (u'ioma', u'That will not bother Proton or Perodua, they\u2019re just licensed assemblers given a special \u201cnational car status\u201d taxation cuts.')]","Cars,Daihatsu,International News,Suzuki,Toyota",2016-01-27,"Here’s something that would be of interest to Malaysians, as it involves not just the world’s No.1 carmaker, but the Japanese partners of national carmakers Perodua and Proton.  reports that Toyota is considering buying out the rest of  that it does not already own, while denying a report that it was in partnership talks with Suzuki.Daihatsu is a stakeholder in , while . Both Daihatsu and Suzuki specialise in compact cars and are direct rivals in Japan.The report notes that full control of Daihatsu could help Toyota leverage the lower-cost brand better and cut procurement costs for the former, while capital ties with Suzuki would help the the big T make inroads into India, where Suzuki commands around half the passenger car market via .Toyota-Daihatsu ties started in 1967 and the giant took a majority stake in Daihatsu in 1998. It currently owns 51.2% of the compact car maker, and taking Daihatsu private would cost Toyota US$3.2 billion at current market prices. Daihatsu shares jumped 20% today in reaction to Toyota’s statement.“We are constantly considering a number of possibilities relating to Daihatsu, such as partnerships or business restructuring, including making the company a fully owned subsidiary,” Toyota said in a statement, adding that no decisions had been made.As for the links with Suzuki, Japanese business daily  reported that Toyota and Suzuki were discussing ties from various angles, including the possibility of cross-shareholding as they look to take capitalise on demand for compact cars in India and other emerging markets.“I can easily see the Daihatsu brand used in the same way that VW uses , or Renault uses , or Nissan uses  as a low-cost, sub-premium brand to the core brand,” said CLSA senior research analyst Christopher Richter. “That could be a very effective weapon against Suzuki in places like India. If I were Suzuki that would sound like a risk to doing business with Toyota,” he added.Others noted that a Toyota-Suzuki partnership could be win-win. Suzuki has an unrivalled distribution network in India that Toyota can benefit from, while Suzuki would be getting a stable shareholder, plus access to Toyota’s hybrid,  and other next-gen tech geared towards future vehicle electrification, JP Morgan analysts noted.However, Suzuki is expected to tread carefully with any potential tie-up with a giant carmaker after its previous capital alliance with Volkswagen soured, leading to a lengthy legal dispute that only ended last year with the unwinding of their cross-shareholdings. More on the Suzuki-VW failed marriage .An interesting development from Japan that  impact  in the long run, if it happens. We’ll keep tabs."
VEP to address the issue of unpaid summonses among foreign vehicles and cloned cars syndicates,,Graham Chin,"[(u'alldisc', u'Why don\u2019t just allow the cars in. Apply used import tax. Say, 30%?'), (u'Open Letter to Datuk Ismail Ahmad', u'Hello Datuk, what are you doing about your corrupted officers? Basic pun cannot solve, you want to do VEP? Everything boils down to basics. If you foundation is so corrupted, whatever you do, nothing will change.'), (u'Ayob', u'You yourself know, cloned cars and false road tax are done by your own officers. You can call MACC and do all the drama catching one or two scapegoats to show you are objective but the truth is, big guns in the JPJ are involved.'), (u'Proton achieving 13% TIV in 2016', u'Please go down to the road bloacks and see how your heroes are asking for money. Sort that out first. Every car and every lorry driver kena from your ground officers. Please clean your ground officers. All the time asking money. That is why so many lorry hantu causing deaths.')]","Cars,Local News",2016-01-27,"The implementation of the  in May will address the issue of unpaid summonses among foreign vehicles that are going in and out of the country,  reports.“Currently, cars from Singapore coming into Malaysia have no record, which is why, Singapore-registered vehicles that commit an offence in West Malaysia are free from having to pay summons, and they can still enter the country,” said director-general of the Road Transport Department (JPJ), Datuk Seri Ismail Ahmad.The VEP aims to clamp down on this problem. “When we implement the VEP later on, all vehicles that commit an offence in the country are barred from returning until the summonses have been settled,” he said. Apart from identifying foreign vehicles that evade settling summonses, he added that the VEP will help the JPJ to “control” and “combat” .“When the VEP is implemented, all vehicles coming into the country from Singapore must be registered,” he said, noting that this will help tackle the cloned car matter. According to him, most clone vehicles are purchased with cash as there are no financial institutions willing to give out loans, seeing that the vehicles in question have no documents.“We urge the public not to be fooled by such attractive offers to own a luxury vehicle at low prices. I am sure half of these buyers are aware that they are clone cars, but they still buy them, because the prices are appealing,” he said. Ismail further stressed that owning a cloned vehicle is an offence under the Road Transport Act 1987 and also the Anti-Corruption Commission Act 2009."
LDP and Sprint tolls to go fully cashless this year,,Graham Chin,"[(u'ai like', u'i thought \u2018cashless\u2019 means no need to pay d.')]","Cars,Local News",2016-01-27,"Litrak has announced that two of its major highways will go cashless this year. The Damansara-Puchong Highway (LDP) and the Western KL Traffic Dispersal Link System (Sprint) will see the implementation of the . The implementation will take place in March 2, for the Sprint highway, including the Kerinchi Link, Penchala Link and Damansara Link and September for the LDP HighwayThey will join the long list of tolled highways that have moved to the ETC system, which includes the , , among a few others.  According to communication manager of Litrak, Shah Rizal, from 2012 to 2015, the penetration rate of ETC usage has gone up on both highways as there was a shift of preference towards the cashless method. “The penetration rate of ETC usage has increased drastically from 65% to 80% on the Sprint highway. The LDP saw an increase of 59% to 73%,” Shah Rizal said.“It is estimated that the transaction time for Touch ‘n Go and SmartTAG mode of payments are six seconds and three seconds per vehicle,” Shah Rizal said. As for cash payment method, it takes an estimated time of 15 seconds per vehicle.Last October, both the LDP and Sprint highways received toll rate hikes. The  for Class 1 vehicles, while the Sprint expressways (Kerinchi Link, Penchala Link and Damansara Link) . Meanwhile, it was also announced that a Chinese New Year discount will be offered for motorists on February 8, from 12am to 11.59pm. Motorists travelling on the LDP will enjoy a discount of 60 sen (all class vehicles), while Sprint highway users will receive a 20 sen discount (all class vehicles)."
"2016 Proton Saga rendered, based on current model",,Jonathan Lee,"[(u'azmi', u'yuck..'), (u'Asian BMW', u'For those who cannot afford real actual Bmw 3-series.'), (u'alldisc', u'Nothing new. The lines are all familiar since 5 yrs ago. The rear chrome connecting to the taillamp concept not only a copy to the new vios or Jaguar xf, it was first featured in Chevrolet aveo sedan some 10 yrs ago. '), (u'jc', u'Why not be creative. Think of something new. Something different .'), (u'Matchy', u'Even the signature Proton wings is getting old in the tooth\u2026 Almost 5 yrs now since it first appeared on preve'), (u'weee', u'ya\u2026that rear design looks like bmw1 series ^^'), (u'DonkeyKong', u'Based on the spyshot, the render looks nothing like it.'), (u'Abc', u'You see Theo this is how you make a car render. Not photoshopping together bits of different cars to make one hideous car.'), (u'iskhalifah', u'Being based on a platform that\u2019s 8 years old now, the platform should be a sunken cost by now. Proton, just keep the price down at affordable levels, while improving the safety equipment e.g. at least 4 airbags for the high-spec model, and include ESC, and perhaps replacing the passenger cell stampings with 800MPa cold-stamped high-strength steel at least, if it\u2019s too expensive to use HPF. '), (u'applegreen', u'Forget about unnecessary features like a crappy android head unit and things like that. Keep it practical, keep it simple. That way, the buyers won\u2019t feel ripped off.. at least they\u2019re getting a fair deal for what they\u2019re buying.'), (u'ioma', u'nice effort.. but please Proton.. up to date design please..'), (u'Jobless', u'Based on info from their R&D staff last year, its only going to target for 4-star ANCAP, mainly achieved with chassis structure revision. Therefore most likely no ESC due to cost consideration, as it goes head to head with the Axia. The future 1.0 and 1.2 engine developed with Lotus (separate from Ricardo\u2019s Volcano GDI project) are not meant for local production, which means it will stick to 1.3 VVT.'), (u'Justin Bradley Yong', u'I don\u2019t really know if there are any changes in plan to get this car 5-star ANCAP, which I do hope so.'), (u'Pengguna Bijak', u'from images above i see pricing should be not more than rm thirty grand'), (u'firdaus', u'Of so many craps produced by Proton, this is the only one that can sell, not because it is good but because there is no sedan alternative at that price. Anyway the quality is aas crappy as others, especially when they want to rush to launch 4 models this year. Launching 1 model IRIZ also so many problems, now want to launch 4 models? God bless.'), (u'Vincent', u'Anoter massive error by Potong\u2026they should have launch new Saga last time instead of wasting money wit their misadventures of Supima Preve Iriz..totally no foocus by neglecting the Saga Persona their best seller\u2026everybody knows Malaysians pefer sedan and yet P1 launched Iriz Supima and nearly bootless Preve\u2026should use the new iriz as basis for new Saga'), (u'Jobless', u'Looks very much like a Hyundai Accent 2005 model, heavily face-lifted but a rebadge job no doubt.'), (u'AiyoProton', u'Perodua Sedan vs Proton Saga R'), (u'LIVINA', u'Mana satu kereta bakal jadi juara pilihan rakyat?'), (u'kelvin', u'passed by jenjarom just now..'), (u'GJ', u'\nright in front of what used to be protons centralised logistics depot.guess what?'), (u'ali maju restoran', u'The place is empty and looks like hiroshima after the atomic bomb drop.')]","Cars,Local News,Malaysian Makes,Proton",2016-01-27,"It will certainly be a busy 2016 for Proton, as , including three sedans. Perhaps the most significant one would be the 2016 Proton Saga, the replacement for the national carmaker’s most popular model – and now  has rendered what the upcoming  will look like.As was apparent in  , the car is clearly based on the current model – albeit heavily revised – and it looks like that was Taufik’s starting point as well. The basic shape of the bonnet and grille has been retained, but the latter receives an -style chrome bar on top. Reshaped headlights also make an appearance, with an upswept fanged design that is reminiscent of certain Peugeots.Low down, Taufik has added a smaller version of the Iriz’s trapezoidal lower grille and twin intakes alongside it. Around the rear, we can see a reshaped glasshouse with a C-pillar kink, as well as a new rear end with wraparound tail lights joined a chrome number plate garnish, along with a contrasting rear diffuser-like design for the bumper.Technical details remain scarce right now, but the Saga could launch with the Iriz’s 1.3 litre VVT engine and a choice of a five-speed manual or a CVT. Proton’s new naturally-aspirated 1.0 litre and 1.2 litre three-cylinder engines  – these mills are slated to begin production by the end of 2017 – while a turbocharged version of the 1.0 litre engine could also feature."
2016 Yamaha Xabre 150 launched in Bali by Rossi,,Mohan K Ramanujam,"[(u'SkullJuJu', u'Is this a due update for the Fz150i or a different line of product completely?'), (u'abc', u'Beautiful bike. Will get one.'), (u'john', u'Please bring into malaysia ASAP.'), (u'yamaha hong liao', u'Syukurlah Malaysia aman dan damai dan Najib sudah clear. Syukurlah.'), (u'love it !', u'kami akan bawa model ini ke malaysia. nantikan! harga di bawah paras 10k sesuai untuk penduduk miskin bandar. lebih ramai pakai fullface and jacket lepas ni. bergaya di NPE dan juga FEDERAL. Lesen untuk bawa di lane kereta. Yahoo!'), (u'alex chan', u'i love how manufacturers are moving towards LED headlights, the first time i saw the new Kawasaki Z1000 sugomi, it\u2019s headlights is crazy bright, and gives the bike a sense of luxury not seen in previous motocycles.')]","Bikes,International Bike News,Yamaha",2016-01-27,"Yamaha Indonesia launched the Xabre naked sport motorcycle in the resort island of Bali yesterday, officiated by none other than “The Doctor”, multiple MotoGP champion Valentino Rossi. This single-cylinder brings the number of Yamaha offerings in the 150 cc market segment in Indonesia to three, the other two being the V-Ixion and the R15.This fuel-injected 149 cc single is liquid-cooled, and drives a six-speed gearbox, all housed in the Yamaha ‘Deltabox’ frame. This is the same engine as used in the R15. Of note are the 37 mm USD forks, a rarity in this market level and price point. The Indonesian Xabre is almost identical to the Thailand-model MSlaz, save for the different paint and graphics. The humped 10.5 litre tank gives the Xabre a hulking look, in keeping with its motard styling and the headlight is an LED unit..According to reports, the Bali event was a pre-launch teaser for Yamaha Indonesia Racing, with the official public launch a few weeks away yet.  No official word on pricing, but rumours have it at around 28 million rupiah (RM8,600)."
2016 World Car Awards finalists officially announced,,Gerard Lye,"[(u'Proton vs Hyundai', u'Both companies started about the same time. Hyundai cars actually started in the late 70s despite Hyundai Machinery starting earlier.'), (u'abg gagah', u'Now, Hyundai sells 8 million cars. Even their Tucson is up for awards now.'), (u'ss427', u'Proton where? Kentut sahaja.'), (u'BN Cybertrooper', u'Yes, proton is really disappointed. 30 years of brand, but only produce garbage tin'), (u'George Abdul', u'Hey Sam Loo, I don\u2019t see your favorite Toyota Avanza, Innova and Camry in the list. All the finalists up there, including the Hyundai Tuscon, offered zero RV ley\u2026 so how? '), (u'Sammi', u'Ang moh loves zero RV cars? Or are you, Sam Loo, the ultimate self denial joker? LOL'), (u'spongewai', u'Proton suck about Rm100 billion since inception in 1985. What can they show?'), (u'Pininfarina', u'Toyota hybrid yet again nominated BUT thanks to \u201cONE MEN SHOW \u201cDonation\u201d\u201d add 100% taxes on Hybrid in Malaysia so Rakyat Malaysian continue suffer of being cheat again and again by BN cronies !!!'), (u'LOL', u'Anything but Lexus.'), (u'SHR', u'and the winner is *drum*, Proton.'), (u'shawal', u'\u201cI am sorry, actually winner is for Merc GLC (possibly future winner). It was my mistake, it was really terrible mistake. The card shown is correct\u201d'), (u'Nissan', u'I hope the car judge make not mistake like last year Miss Universe 2015 lol'), (u'Lance', u'Proton is winning all the opposite worst categories.'), (u'Sam Loo', u'Kudos to Mazda..probably the only mainstream Japanese car maker that makes soulful cars until today\u2026. also..many here greatly overestimate the importance of Malaysia on the world stage\u2026. Only Petronas ever gets any sort of mindshare in the world stage guys\u2026 quit hitting Proton and Perodua\u2026.they are built for the masses while trying to satisfy the interests of the few at the same time\u2026you are never gonna go beyond a certain point with that sort of set up\u2026'), (u'Ainon', u'happy to hear that Mercedes clinched so many titles in 2015\u2026.')]","Cars,Local News",2016-01-27,"It’s that time of year again. The finalists in the 2016 World Car Awards have been announced recently. This year, a jury of 73 international automotive journalists selected the finalists by ballot in five separate categories, and the winners will be revealed later at the New York International Auto Show in March.The first category – 2016 World Car of the Year – is certainly the most prestigious, and 10 finalists will be in the running to win the coveted prize. Last year, the Mercedes-Benz C-Class won in this category. This year, the following cars will be gunning for the top prize:Next up is the 2016 World Luxury Car of the Year finalists. The Mercedes-Benz S-Class Coupe clinched this title last year. In 2016, the following finalists will be in the running for the title:Picking up the pace a little, the 2016 World Performance Car of the Year honours the most exciting high-performance cars to hit the streets. Last year saw the Mercedes-Benz AMG GT walk away with the prize. This year, the following finalists are the:This is followed by the tree-huggers, aka the finalists for the 2016 World Green Car of the Year. The BMW i8 was last year’s winner, and this year, these cars will be in  the running for the prize:This year’s World Car Design of the Year sees a panel of world design experts review each candidate before establishing a short-list of recommendations for the jurors. With the Citroen C4 Cactus being crowned last year, the five finalist chosen by the jurors for 2016 are:There you have it, the finalists for the 2016 World Car Awards. Will you be vouching for any of the cars listed? Or do you disagree with some of the finalists voted for by the jurors? Let us know what you think in the comments below."
Berjaya Auto to revive SsangYong in the Philippines,,Chris Aaron,,"Cars,International News,Ssangyong",2016-01-27,", distributor and retailer of and the Philippines, will be reviving the SsangYong brand in the Filipino domestic market. To do this, the corporation has formed SsangYong Berjaya Philippines and placed it under the stewardship of newly-appointed managing director, David Macasadia.According to a report by Filipino publication, , Macasadia believes that the growing auto industry in the Philippines is ripe for the reintroducing of the Korean brand. “We are taking advantage of the Philippines’ continuously growing automotive industry. Berjaya Philippines along with SsangYong Motors, have established a partnership that will give Filipinos an innovative and reliable alternative in the fast expanding Philippine automotive market,” he said.SsangYoong Motor is the fourth largest automobile manufacturer in South Korea, behind the likes of Hyundai and Kia. Facing difficult financial troubles in 2010, 70% of the company was acquired by Indian manufacturers, Mahindra, in 2011.Macasadia himself brings 25 years worth of experience in the auto industry to the table, and aims to replicate the success he had in revitalising the Mazda brand in the Philippines for SsangYong. Prior to his current appointment, he was a director of customer service and after sales at Mazda Philippines.The new MD assured existing customers of the newly-formed organisation’s assistance, welcoming all owners of SsangYong vehicles to its dealer and service network – including those from the grey market. “We will welcome existing owners to all our dealerships for servicing and support. They now have a home again for their SsangYong vehicles,” Macasadia said.New customers of SsangYong Philippines may look forward to the official sale of the  and  SUVs, as well as the  MPV. Pricing for these models will be revealed at a later date."
"VIDEO: Honda Civic Type R gets driven by Marc Marquez, Dani Pedrosa, Toni Bou and Tiago Monteiro",,Gerard Lye,"[(u'shawal', u'pretty sure most potential buyers are saving up for the upcoming type r,  better looking inside and out,  probably wont be as fast due to added weight and equipment or just as fast,  only honda knows,  '), (u'TypeR Lembek', u'An epic car nonetheless,  but the replacement is well under way'), (u'George Abdul', u'Why honda civic type r driven by motogp riders but not F1 drivers? Honda feel ashamed with their weak performance in F1? LOL'), (u'limbu', u'That\u2019s the real global car !!! Not selves proclaim GSC by Proton management !!!')]","Cars,Honda,International News",2016-01-26,"Being chauffeured around a track is a pretty special experience on its own. It gets even better when the car you are seated in is the new , and the person accompanying you is among the world’s best on two or four wheels.That’s exactly what a selected group of Spanish media experienced at the Castelloli circuit near Barcelona, when Honda organised a track day to promote the hot hatch. To make the event extra special, they’ve even invited Repsol Honda MotoGP riders Marc Marquez and Dani Pedrosa, Repsol Honda trials legend Toni Bou and Castrol Honda WTCC driver Tiago Monteiro.With these experts at the wheel, the participants were treated to a “hot lap” of the circuit, where they would be able to feel the grunt of the Civic Type R’s 2.0 litre direct-injection DOHC  (310 PS/400 Nm). Additionally, the agility of the Civic Type R was demonstrated in a practical manner as well, as evident by the readings obtained on the G-meter.Shortly after the quartet of professional racing drivers/riders did their stints, the guests were then allowed to sample the cars on their own, tapping into the various performance capabilities, systems and modes available with the Civic Type R, including its “+R” button that provides a dynamic track-driving experience.By the end of the event, Marquez, Pedrosa, Bou and Monteiro were given the keys to their own Civic Type Rs, undoubtedly a company car for use throughout 2016. Lucky guys indeed."
Volkswagen CEO wants unrealistic NEDC test fixed,,Chris Aaron,"[(u'james', u'We are only interested in real-world test result. Not some fairy tale Pinocchio turns-out to be the most honest man in Malaysia.'), (u'Shame', u'Everybody with a sane mind knows lab testing is done with ideal conditions. And ideal conditions, as the word implies, will never reflect real-world conditions.'), (u'john', u'But it provides a relatively simple, measurable, and most importantly reproducible test results. The results are then bench marked among it\u2019s peers and a target figure can be set.')]","Cars,International News,Volkswagen",2016-01-26,"Embroiled in a  that continues to tear at his company’s reputation and financial situation, Volkswagen Group CEO, Matthias Mueller, has urged European authorities to improve its emissions tests.According to , the CEO believes that the New European Driving Cycle (NEDC), which all European vehicles are subjected to,  and consumption figures. Mueller has called for a more accurate system that would close the gap between laboratory and real-world results.“The industry-wide discrepancies between official test results and actual usage is no longer tolerable. We, the industry, need to take a new path,” said Mueller. In a ground-breaking development,  that it will be publishing fuel economy figures for its “main vehicles” based on actual real-world testing conditions.One such possible solution for Europe has been identified as Emissions Analytics’ on-the-road testing programme, which is said to closely match real-world tests. The planned World Light Test Procedure (WLTP), developed under the workings of the UNECE WP29 forum, targets a more realistic representation of fuel economy and pollutant/CO2 emissions.As previously reported, Volkswagen itself has openly admitted to  in official tests. Under the previous stewardship of former CEO Martin Winterkorn, Volkswagen has been found guilty of using cheating software and hardware in several of its diesel-powered vehicles to falsify emissions claims across the globe.This week, it has been confirmed by the company’s new CEO that it will begin . The new Volkswagen boss, busy trying to rectify the company’s global image, has also pledged to make Volkswagen more environmentally-friendly."
title,url,author,comments,categories,date,contents
Shell sells Malaysian refining unit to Chinese company,,Danny Tan,"Gargantia : Congratulations finally a single monopoly AP has been STOP… hope the new management will bring in EURO5 or 6 higher into the market !!!,Atilla : Dutch sells to Chinese in Malaysia. Business as usual.,test_bugger : owh, i tought SRC was the ‘other SRC’…,Black Dog : Look at the real owners behind Shell and you’ll know why they sell to another Chinese company,Samang : Hmmm, let’s see who can come up with the most outrageous idea on how to politicize this business deal.",Local News,2016-02-02,"Shell has announced that it will sell its 51% stake in the Shell Refining Company (SRC) in Malaysia to Malaysian Hengyuan International Limited (MHIL) for US$66.3 million (RM277.3 million), subject to regulatory approval. The transaction values SRC at RM551 million, or RM1.80 a share, which is below market value.A statement from the oil major said that it is MHIL’s intention for SRC to invest in the upgrades needed to meet the  requirements. MHIL is a unit of private Chinese refiner Shandong Hengyuan Petrochemical Company.  Shell Malaysia Trading said that it will ensure security of supply to its retail and commercial customers in Malaysia and honour other existing commitments through an existing comprehensive supply strategy that includes a long term offtake from SRC. reports that Shell’s oil refinery at Port Dickson has a capacity of 156,000 barrels-per-day with 90% of its oil products consumed within Malaysia. Shell has been exploring options for SRC including the sale of the Port Dickson refinery or converting it to a storage terminal since at least January 2015, it added.The Malaysian sale is consistent with Shell’s strategy to concentrate its global downstream footprint and businesses where it can be most competitive. “Malaysia continues to be an important country for Shell.  and lubricants provider and continues to invest in growing these businesses in the country,” it added.A sharp drop in oil prices has seen Shell selling assets and cutting cost and jobs to weather the storm. It recently sold downstream businesses in Australia and Italy; a number of retail sites in the UK; and conducted an IPO for Shell Midstream Partners L.P. Shell has also agreed to the sale of its marketing business in Denmark and Norway, its LPG business in France and a 33.24% stake in Showa Shell Sekiyu KK."
VIDEO: 2017 Honda Ridgeline makes the sheep sing,,Danny Tan,Poynong : Pondan truck.,"Cars,Honda,International News,Videos",2016-02-02,"Super Bowl 50 is happening this weekend, but aside from the big game between the Denver Broncos and Carolina Panthers, there will be  as brands jostle for attention. Here’s a cute one from Honda promoting its  truck.The 60 second ad, dubbed “A New Truck to Love,” highlights the Ridgeline’s unique in-bed audio system which utilises six exciters inside the bed walls in place of conventional speakers, with up to 540 watts of power. The outdoor audio system gives a bunch of sheep singing lessons, and they do pretty well with Queen’s “Somebody to Love.”Honda says that the ad will be shown in the third quarter and that it studied the movement of sheep’s mouths to determine how their facial muscles might react while singing. What? “Great Super Bowl spots are entertaining for the fans while communicating an essential value of the product, and we believe our Honda Ridgeline commercial accomplishes both objectives in dramatic fashion,” said Honda senior VP Jeff Conrad. Audio system aside, the new Ridgeline’s has a lockable In-Bed Trunk and a dual-action tailgate that can swing downwards or sideways, all unique in its class. , the mid-size truck is powered by a 3.5 litre i-VTEC V6 mated to a six-speed auto, available in both FWD and AWD. Best-in-class acceleration and fuel efficiency are claimed. Full details on the ."
JPJ to clamp down on cloned vehicles this CNY 2016,,Chris Aaron,"XXX : All these government bodies should clamp down themselves first. All these prostitution centre around still surviving, why? Answer is simple: Corruption. Even the head of the police is corrupted, monthly “allowances” from these red house operators. You happy, bapak ayam happy, happy ending.,t2357s : If you ask me, you can help reduce road fatalities by letting Malaysian afford vehicles with better safety features and also help poor Malaysian on motorbikes afford basic cars with good safety features. All these quick fixes are meaningless if the root cause is not fixed.,FIST : Why is Malaysia not doing that? Oh yeah, we need the money to pay off the donation and controversies…,Proton achieving 13% TIV in 2016 : There are bigger issues than clone cars.,Kbc : Kita semua tau ni semua orang dalaman punya kerja,  sekarang nak suruh tangkap orang jahat pulak… ,Lori NPR : lawaklah JpJ ni…  macam suruh perompak tangkap pencuri ni.,Ongtk : First,why need to announce?","Cars,Local News",2016-02-02,"The Road Transport Department (JPJ) has announced that it will be conducting  (TBC) to further clamp down on cloned cars in Johor. According to , the state has seen its fair share of , having seized nearly 100 vehicles since last year and 22 units just last month.“The department will be conducting  (TBC) to curb car cloning cases that has become a trend not only in the city but also in the districts such as Kluang, Muar, Pontian, Tenang, Sri Gading and others,” said Mohd Rusdi Mohd Darus, a director of Johor JPJ.Rusdi continued to say that Ops TBC would be examining vehicle chassis numbers and registration plates. “Owners who fail to provide legal information about the vehicles will be sent to the JPJ office for further investigation,” he said.Operations will last until February 16, and those found guilty may be fined up to RM12,000 under Section 108 of the Road Transport Act 1987 for making a false report and Section 7 for driving a non registered vehicle.Concerned over new statistics for 2015 that suggest up 60% of accidents involved motorcycles and another 1% being express busses, the JPJ director also revealed that Ops TBC would be paying closer attention to the road-worthiness of these vehicles, too.“During Ops TBC, we will be checking express buses and motorcycles to ascertain if their brakes and tyres are roadworthy,” he said, highlighting that express busses would be examined at the Larkin and Bentayan Bus Terminal, as well as Machap and Pagoh rest areas.Additionally, JPJ will also be carrying out  from  on the road. Some 100 JPJ officers will be going undercover on express busses and more, nationwide, to catch law-breaking motorists on the spot."
Ford GT ownership includes tough selection process,,Gerard Lye,"calcutta : damn!no wonder my submission fail,PeterGriffin : 250 Ford GT in the world, 250 Ford GTs,,Black Dog : 
One bought by Sultan Brunei, 249 Ford GT left in the world,","Cars,Ford,International News",2016-02-02,"At last year’s North American International Auto Show in Detroit, the Blue Oval surprised everyone when it revealed the . The highly-anticipated model is set to go on sale this year, but the process of owning one isn’t just about how large your bank account is, as potential owners will have to go through a rigorous selection procedure for the 250 GTs that will be available at the end of 2016.In a report by , the process to Ford GT ownership starts with online applications, which are expected to go live later this month. “There’s a loyal following to the car,” Raj Nair, Ford’s product chief, said in an interview. “We want to prioritise people who are going to care about the car, keep the car and drive the car,” he added.Questions in the application form include how many Ford vehicles the applicant has previously owned, how active they are on social media and how often they plan to drive it. “It will try to understand what your relationship with Ford is,” Nair said.Successful applicants will be required to sign a legal document, whereby they formally agree that they will not sell the vehicle for a certain amount of time to help prevent buyers from flipping them quickly for a quick buck (ala property). That should scare way buyers who simply want to turn a quick profit on the supercar. This selection process mirrors the LaFerrari buyer selection method. The Italian automaker similarly requires die-hard Ferrari owners to submit their names to a list. Corporate bigwigs in Maranello will then decide upon the potential candidates from the list, before they are then granted permission to purchase a LaFerrari. Rumour has it that you’ll need to own at least five Ferraris (in good condition) to even be considered.It’s easy to see why the Ford GT is attracting this much attention. Beyond its contemporary styling, the American supercar packs the most powerful EcoBoost motor ever produced – a 3.5 litre EcoBoost V6 delivering over 600 hp. The GT’s return also marks the 50th anniversary of Ford’s first Le Mans win, where coincidentally, a  will make its debut in said race this year."
2016 Honda Civic – Indonesia to get new 1.5 turbo?,,Chris Aaron,"Janji najix tak ditunaikan,penipu Rakyat! : Malaysia to get 1.5l turbo too. I believe this generation Civic will gonna use this engine world wide","Cars,Honda,International News",2016-02-02,"A report from Indonesia suggests that our neighbours could soon get their  served . A source from within Honda Indonesia confirmed the news to  at a recent event in Bali.According to the Indonesian publication, Jonfis Fandy, director of marketing and after sales for Honda Indonesia confirmed that the Civic and its 1.5 litre turbo engine is currently being tested in the country. The new 10th-gen Civic is expected to be launched in Indonesia some time this year, turbo engine in tow.As available in the US, the 1.5 litre turbocharged engine delivers 174 hp at 5,500 rpm and 220 Nm from 1,800 to 5,000 rpm. A 2.0 litre, naturally-aspirated, four-cylinder engine is also available, offering 158 hp and 187 Nm of torque. Both mills are paired with an updated CVT automatic transmission.The new Civic has also been , and we expect Honda Malaysia to launch the model this year as well. However, news of Indonesia getting the 1.5 turbo engine does contradict about the improbability of it being offered in Asian markets – somewhat opening the doors for us too.“Depending on the market and region, but particularly in Asia and other emerging markets, we will continue offering our naturally-aspirated line-up, which tends to be less costly. In South East Asia, we will supply our current lineup of naturally-aspirated engines,” claimed Ohtsu, in our previous report of him Could the doors still be open for a 10th-gen Honda Civic 1.5 turbo in Malaysia? Fingers crossed, then."
RM27.8 mil spent on improving road safety last year,,Anthony Lim,"FIST : Please also have regulations on those LED advertisement boards. Some are too bright especially those along the Federal Highway. I had to use the sunshade at 6.15 am!,mr_em : just to show how much this Govt value the lives of its citizens…. RM27.8million is peanuts….,Ron Nard : 
they can waste billions on white elephants or even make it  disappear into a blackhole….,what2 : If they really give a damn about our safety in this country, Make minimum of 6 airbags and Vehicle Stability Control MANDATORY on all new vehicles. just because we are a third world country, safety is a luxury? start educating malaysians on modern day safety technology such as collision prevention systems, lane keeping assist and everything else!,gt4 : wow imagen if we use 2.6 billion,ben yap : Please put all the expenses, cost and locations in your website so we all can appreciate it!,Sorchai : RM27.8 mil spent on improving road safety last year but….,hahaha : 
RM2.6 billion is given to mr Jibby!","Cars,Local News",2016-02-02,"The government said that it spent RM27.8 million on improving road safety last year, the amount being used to carried out rehabilitative work in 60 accident prone locations on main roads and highways. According to Works Minister Datuk Seri Fadillah Yusof, this was part of the government’s efforts to boost the level of road safety in the country,  reports.“The government and I personally are very concerned and sad at mishap cases, especially those involving deaths and causing grief to the victims’ families,” he said, adding that while better roads were important, so was the attitude of road users. He said that it was not worthwhile to have first class highways and roads but have motorists who did not adhere to the regulations.Fadillah also said that the ministry had issued a stop work order at major highways for 14 days, beginning from February 1, saying the measure was taken to ease congestions on the highways due to construction and maintenance works. “However, critical work is exempted (from the stop work order),” he explained.He added that the ban on heavy vehicles on major roads and highways for four days this month, on February 6-7 and February 13-14, will be enforced by the Road Transport Department (JPJ)."
